新闻Nwes,#genre#
张学友+许慧欣-流星下的愿(演唱会),http://em.21dtv.com/songs/60027735.mkv
高向鹏-老兄行酒楼(演唱会),http://em.21dtv.com/songs/60026442.mkv
谭咏麟+李克勤-理想与和平(演唱会),http://em.21dtv.com/songs/60026892.mkv
谭咏麟-理想与和平(演唱会),http://em.21dtv.com/songs/60026893.mkv
徐小凤-流下眼泪前(演唱会),http://em.21dtv.com/songs/60027719.mkv
许冠文-流下眼泪前(演唱会),http://em.21dtv.com/songs/60027720.mkv
莫旭秋-良夜不能留(演唱会),http://em.21dtv.com/songs/60027173.mkv
杨坤-里约热内卢(演唱会),http://em.21dtv.com/songs/60026879.mkv
关淑怡-恋一世的爱(演唱会),http://em.21dtv.com/songs/60027152.mkv
梅艳芳-留住你今晚(演唱会),http://em.21dtv.com/songs/60027592.mkv
谢霆锋-魔鬼的主意(演唱会),http://em.21dtv.com/songs/60030344.mkv
快乐崇拜,https://vd2.bdstatic.com/mda-jgwjxug1whys3ina/sc/mda-jgwjxug1whys3ina.mp4
我不是黄蓉,https://vd2.bdstatic.com/mda-jcqk5p9hmwb4ca0z/mda-jcqk5p9hmwb4ca0z.mp4
草蜢-宝贝对不起,http://bizcommon.alicdn.com/l2nDqpMmn6DGHnWzZQA/RQdMfitGKCINh4BPzc9%40%40sd.m3u8
叶倩文-我的爱对你说,http://bizcommon.alicdn.com/l2nDqpMmn6DGHnWzZQA/7xXG24i7EbZtCTOtSnh%40%40sd.m3u8
舞乐传奇,https://vd2.bdstatic.com/mda-jc2fqp5xqviqqc0z/mda-jc2fqp5xqviqqc0z.mp4
红尘惜痴,https://vd3.bdstatic.com/mda-jkgeu6zrmrm3aqut/mda-jkgeu6zrmrm3aqut.mp4
假如有轮回,https://vd3.bdstatic.com/mda-kdtfii15axmmg63c/v1-cae/mda-kdtfii15axmmg63c.mp4
桥边姑娘DJ,https://vd3.bdstatic.com/mda-kbrbs2s3i6ctzk6y/hd/mda-kbrbs2s3i6ctzk6y.mp4
夜店DJ,https://vd3.bdstatic.com/mda-keijdsupmpiv0pbm/hd/mda-keijdsupmpiv0pbm.mp4
韩国动感舞曲1,https://15799848.s21v.faiusr.com/58/ABUIABA6GAAgr-2n9AUoqsakNg.mp4
韩国动感舞曲2,https://15799848.s21v.faiusr.com/58/ABUIABA6GAAgz-qc4gUo4vj-tQY.mp4
朴孝敏 –SKETCH,https://15799848.s21v.faiusr.com/58/ABUIABA6GAAguq6r7gUouOyF4gE.mp4
欧美动感歌曲1,https://15799848.s21v.faiusr.com/58/ABUIABA6GAAgianW4gUoj9-Aaw.mp4
欧美动感歌曲2,https://15799848.s21v.faiusr.com/58/ABUIABA6GAAgpdia4gUo7oWfiAE.mp4
Girls Gone Wild,https://15799848.s21v.faiusr.com/58/ABUIABA6GAAgjd2w4gUou--ljQE.mp4
上下(中文版),https://15799848.s21v.faiusr.com/58/ABUIABA6GAAgtd6M9QUokpHf7AY.mp4
迈克尔杰克逊,https://15799848.s21v.faiusr.com/58/ABUIABA6GAAgw9ma4gUo3YLDvgU.mp4
最新伤感5首歌[854*480],https://vd4.bdstatic.com/mda-mmm51m2ep4vqhhst/480p/h264/1640146053815826024/mda-mmm51m2ep4vqhhst.mp4
澳门酒吧音乐DJ[854*480],https://vd3.bdstatic.com/mda-mkpi5r0xe92ja446/480p/h264/1637759253085791346/mda-mkpi5r0xe92ja446.mp4
网络情歌精选DJ[854*480],https://vd3.bdstatic.com/mda-mm1eqirhmt0293u0/480p/h264/1638443831616522299/mda-mm1eqirhmt0293u0.mp4
超强车载重音乐[1280*720],https://vdse.bdstatic.com//be2987198eb242f59daaea05ac1d95ee.mp4
5首绝美情歌[854*480],https://vd3.bdstatic.com/mda-mjtb7bbvk98u8z58/480p/h264/1635409459813822543/mda-mjtb7bbvk98u8z58.mp4
BT8视频1,https://txmov2.a.kwimgs.com/upic/2022/12/05/08/BMjAyMjEyMDUwODQ2MjlfMTIyNzQ2ODAzNV85MDM2OTcyNjg3NF8yXzM=_b_B45c1cdb11150bffefd548ae39747a9ae.mp4?tag=1-1702499552-std-1-g0xh8yoxzg-154ba65bf5ab2e4f&clientCacheKey=3x3n6jhx9wb78ew_b.mp4&tt=b&di=7cdee4c6&bp=12681&ali_redirect_ex_hot=66666800&ali_redirect_ex_beacon=1
BT8视频2,http://txmov2.a.kwimgs.com/upic/2023/10/21/11/BMjAyMzEwMjExMTU3MDdfMjU2MTY4OTM1NV8xMTU0MzE3NzE1NDdfMV8z_b_B1e1f29fff42ec2eeb3b9062d1d083128.mp4?tag=1-1701935577-std-1-3tq3tj7hjj-cd54d8ad9df86da4&clientCacheKey=3xq8a8jkgwuk2gg_b.mp4&tt=b&di=7cdee4c6&bp=12681&ali_redirect_ex_hot=66666800&ali_redirect_ex_beacon=1
BT8视频3,http://txmov2.a.kwimgs.com/upic/2023/11/04/01/BMjAyMzExMDQwMTI3MDRfNDE5NjIwMjc4XzExNjM5NjM5OTE3OF8yXzM=_b_Bbc39b3499cd8c28c455b7e537073875b.mp4?tag=1-1699381377-std-1-bowc83kevh-51e520b0a2c8fd3d&clientCacheKey=3xg979xib5akct4_b.mp4&tt=b&di=529d11df&bp=12681&ali_redirect_ex_hot=66666800&ali_redirect_ex_beacon=1
BT8视频4,https://txmov2.a.kwimgs.com/upic/2023/10/25/16/BMjAyMzEwMjUxNjQ0MjBfMjE0OTI5NDA4MV8xMTU3Mzg0MjI1NzBfMF8z_b_B85f0e8307ad593b086649d1910028331.mp4?tag=1-1702511616-std-1-4wijab77tl-97fc9e8cab60b693&clientCacheKey=3x284jb2ng3p5bi_b.mp4&tt=b&di=2b8e8c09&bp=12681&ali_redirect_ex_hot=66666800&ali_redirect_ex_beacon=1
BT8视频5,http://txmov2.a.kwimgs.com/upic/2023/08/02/15/BMjAyMzA4MDIxNTM4NDFfMjk0NjQ0NDgxMV8xMDk0OTg3NDk5NjFfMl8z_b_B55bd0ee99235042022cddb927e501dd9.mp4?tag=1-1699725923-std-1-ykcs1ckti1-26bc23214a6122d2&clientCacheKey=3xv73a8k3vnjeci_b.mp4&tt=b&di=529d11df&bp=12681&ali_redirect_ex_hot=66666800&ali_redirect_ex_beacon=1
BT8视频6,https://txmov2.a.kwimgs.com/upic/2023/04/22/11/BMjAyMzA0MjIxMTE3MDZfMTIyNzQ2ODAzNV8xMDEyMDQ4Njg2NjVfMl8z_b_B399940bfd78bfe8225e5afcdf04a45b9.mp4?tag=1-1702498473-std-1-hfnlpetv96-322df472c6712d69&clientCacheKey=3xesxz34cnkjh7u_b.mp4&tt=b&di=2b8e8c09&bp=12681&ali_redirect_ex_hot=66666800&ali_redirect_ex_beacon=1
BT8视频7,https://txmov2.a.kwimgs.com/upic/2022/05/07/19/BMjAyMjA1MDcxOTU3MTBfMTIyNzQ2ODAzNV83Mzg3NDY0NzU3MF8yXzM=_b_B2b81bed7e1f971a02f8f498a418c65d5.mp4?tag=1-1702499809-std-1-uynds9cfra-898c41bc8146cc13&clientCacheKey=3x3u38td5bduzma_b.mp4&tt=b&di=7cdee4c6&bp=12681&ali_redirect_ex_hot=66666800&ali_redirect_ex_beacon=1
BT8视频8,http://txmov2.a.kwimgs.com/upic/2023/06/20/13/BMjAyMzA2MjAxMzAwNDdfMjM0Mjg1Nzg4Ml8xMDU5Nzg5ODM4NzFfMV8z_b_B332b51a7c2073041fb6716f63c9f861a.mp4?tag=1-1701952036-std-1-zrepmmxmm9-596b8cb0a92db286&clientCacheKey=3xyhhh6kq5tt89m_b.mp4&tt=b&di=2b8e8c09&bp=12681&ali_redirect_ex_hot=66666800&ali_redirect_ex_beacon=1
BT8视频9,http://txmov2.a.kwimgs.com/upic/2023/11/13/07/BMjAyMzExMTMwNzQzMTlfMjM0Mjg1Nzg4Ml8xMTcwNzEzNjYwOTRfMV8z_b_Bab41fccd87010788291a41c8d55f349f.mp4?tag=1-1701958800-std-1-lopyzrplz0-923f77809b41c9b5&clientCacheKey=3xwzt4g7mwuxjxi_b.mp4&tt=b&di=7cdee4c6&bp=12681&ali_redirect_ex_hot=66666800&ali_redirect_ex_beacon=1
BT8视频10,https://txmov2.a.kwimgs.com/upic/2023/08/27/19/BMjAyMzA4MjcxOTEyNDVfMjE0OTI5NDA4MV8xMTE1MzY2NDM1MDlfMl8z_b_B33663b38080facc2e3fb2a6cfd483c76.mp4?tag=1-1702517867-std-1-5mpe1puhff-af533f1086538e0f&clientCacheKey=3xwwafbbxdd23a4_b.mp4&tt=b&di=2b8e8c09&bp=12681&ali_redirect_ex_hot=66666800&ali_redirect_ex_beacon=1
BT8视频11,http://txmov2.a.kwimgs.com/upic/2023/08/14/18/BMjAyMzA4MTQxODUxNDVfMjM0Mjg1Nzg4Ml8xMTA0OTM3MDEwNzBfMV8z_b_Be9513b13b5087784e411ad47cf91a501.mp4?tag=1-1701954788-std-1-qtbacx6iup-dbdfcb146a248276&clientCacheKey=3xy6k466s4ejma4_b.mp4&tt=b&di=2b8e8c09&bp=12681&ali_redirect_ex_hot=66666800&ali_redirect_ex_beacon=1
BT8视频12,http://alimov2.a.kwimgs.com/upic/2021/10/25/14/BMjAyMTEwMjUxNDAwMjhfNTE2MjIxMzE1XzU5NjU3MDc3Njg0XzJfMw==_b_B6773c01bc272e7242500adb9738fa803.mp4
BT8视频13,http://txmov2.a.kwimgs.com/upic/2023/08/11/22/BMjAyMzA4MTEyMjAzMzhfMjM0Mjg1Nzg4Ml8xMTAyNjM4NTEyMTNfMV8z_b_Bb75cfc2facdc0b7cbf14bbf2c023e65e.mp4?tag=1-1701954583-std-1-bkttxwuilb-d5b079136c01e95c&clientCacheKey=3xb6zkpx9qby7gw_b.mp4&tt=b&di=7cdee4c6&bp=12681&ali_redirect_ex_hot=66666800&ali_redirect_ex_beacon=1
BT8视频14,http://txmov2.a.kwimgs.com/upic/2023/09/18/21/BMjAyMzA5MTgyMTQzNDRfMTQ2NTA4MTM0XzExMzA4MjkwNDYyMl8yXzM=_bF_B1778167693f05864b05696e0913b4963.mp4?tag=1-1699728920-std-1-jphw6zwcj2-b7e083ed6b2fe7f0&clientCacheKey=3x6nphgdts7iixk_bF.mp4&tt=bF&di=7cdee4c6&bp=12681&ali_redirect_ex_hot=66666800&ali_redirect_ex_beacon=1
BT8视频15,http://txmov2.a.kwimgs.com/upic/2023/10/06/07/BMjAyMzEwMDYwNzM5MDNfMjM0Mjg1Nzg4Ml8xMTQ0MzM4NDgyNjVfMV8z_b_B547088376cb7722fbf88366afdf1083b.mp4?tag=1-1701957605-std-1-xhprpbndjx-573024cb2977bb14&clientCacheKey=3xqak2pzjeg2kc2_b.mp4&tt=b&di=7cdee4c6&bp=12681&ali_redirect_ex_hot=66666800&ali_redirect_ex_beacon=1
BT8视频16,http://txmov2.a.kwimgs.com/upic/2023/07/06/13/BMjAyMzA3MDYxMzEzMDRfMjg2Njg3MTY2NV8xMDcyNjc4MDE4MzVfMl8z_b_B4f670ec2a33d84e64931c7669578ba05.mp4?tag=1-1699749667-std-1-pmvts7eypg-bbd15b38b610c9d2&clientCacheKey=3xb53g94ya7zutc_b.mp4&tt=b&di=2b8e8c09&bp=12681&ali_redirect_ex_hot=66666800&ali_redirect_ex_beacon=1
BT8视频17,http://txmov2.a.kwimgs.com/upic/2023/06/18/09/BMjAyMzA2MTgwOTI0NTVfMjM0Mjg1Nzg4Ml8xMDU4MDUwODQ3MDhfMV8z_b_B973d18505830a057cc7e1513341868ce.mp4?tag=1-1701951899-std-1-bh2ixxtoap-51db34601e95c223&clientCacheKey=3xuv4kpsqji7geg_b.mp4&tt=b&di=529d11df&bp=12681&ali_redirect_ex_hot=66666800&ali_redirect_ex_beacon=1
BT8视频18,https://txmov2.a.kwimgs.com/upic/2023/05/05/18/BMjAyMzA1MDUxODUxMDZfNjQ1MjMzMTUwXzEwMjM1MDcyNzk5MF8yXzM=_b_B711baef71a52fd2076be97d5ef230f50.mp4?tag=1-1702496006-std-1-afnnreboo9-14149cf6c03bffe1&clientCacheKey=3xumbs98knvybm2_b.mp4&tt=b&di=2b8e8c09&bp=12681&ali_redirect_ex_hot=66666800&ali_redirect_ex_beacon=1
BT8视频19,https://txmov2.a.kwimgs.com/upic/2023/08/07/15/BMjAyMzA4MDcxNTU0MzFfMjE0OTI5NDA4MV8xMDk5MDIyMjUxMDRfMl8z_b_B2b98a6dd292d8653457c590d44f5b6a4.mp4?tag=1-1702520115-std-1-bcutvbjexz-aedf1c7e2b195d0e&clientCacheKey=3xta57krgw8rccm_b.mp4&tt=b&di=2b8e8c09&bp=12681&ali_redirect_ex_hot=66666800&ali_redirect_ex_beacon=1
BT8视频20,https://txmov2.a.kwimgs.com/upic/2022/04/28/18/BMjAyMjA0MjgxODM4MjdfMTIyNzQ2ODAzNV83MzExMzI1NDQyNV8yXzM=_b_B9a48f307f2eb1d43a8ea9307f9f54546.mp4?tag=1-1702500257-std-1-k4x1mccqom-f32d7d8269a0a9f7&clientCacheKey=3x44crfm87icu6i_b.mp4&tt=b&di=2b8e8c09&bp=12681&ali_redirect_ex_hot=66666800&ali_redirect_ex_beacon=1
BT8视频21,http://txmov2.a.kwimgs.com/upic/2023/06/27/12/BMjAyMzA2MjcxMjQ4MThfMjM0Mjg1Nzg4Ml8xMDY1NTAwNTc4MTFfMV8z_b_B394006abeb82025b21532e1ed7455de7.mp4?tag=1-1701952477-std-1-etbqszlugb-974a12c9a9300c08&clientCacheKey=3xgy36p2ajabwbk_b.mp4&tt=b&di=529d11df&bp=12681&ali_redirect_ex_hot=66666800&ali_redirect_ex_beacon=1
BT8视频22,http://txmov2.a.kwimgs.com/upic/2023/12/06/07/BMjAyMzEyMDYwNzQwMTVfMjM0Mjg1Nzg4Ml8xMTg5NTA1MjM3ODdfMV8z_b_Bc38eb7b9a43c694d49d5534a14ea75e9.mp4?tag=1-1701947301-std-1-truz7104ex-1acf8d23bb12463f&clientCacheKey=3xi2saddydu32fw_b.mp4&tt=b&di=2b8e8c09&bp=12681&ali_redirect_ex_hot=66666800&ali_redirect_ex_beacon=1
BT8视频23,http://txmov2.a.kwimgs.com/upic/2023/08/06/08/BMjAyMzA4MDYwODU1MzBfMjM0Mjg1Nzg4Ml8xMDk3OTI1NzQ1OTNfMV8z_b_Ba3937f1392dc7051f74a632407b22d88.mp4?tag=1-1701954102-std-1-ok1abccwgy-e64f39ade1a8d29d&clientCacheKey=3xtwfw43p826fj6_b.mp4&tt=b&di=2b8e8c09&bp=12681&ali_redirect_ex_hot=66666800&ali_redirect_ex_beacon=1
BT8视频24,https://txmov2.a.kwimgs.com/upic/2023/09/12/19/BMjAyMzA5MTIxOTUxMzJfMjE0OTI5NDA4MV8xMTI2NTQwNDI5ODlfMl8z_b_Ba81c1f90dc97a8d001e0eaa34e489394.mp4?tag=1-1702515431-std-1-u7ckuurzdy-336636772d39844c&clientCacheKey=3xx6k5juypg8kiw_b.mp4&tt=b&di=2b8e8c09&bp=12681&ali_redirect_ex_hot=66666800&ali_redirect_ex_beacon=1
BT8视频25,http://txmov2.a.kwimgs.com/upic/2023/11/22/16/BMjAyMzExMjIxNjQ3NTRfNDE2OTk1NDk5XzExNzc4MzgwNDEwM18xXzM=_b_Bdbb0562bb1accd90c1e9efc2360f8b20.mp4?tag=1-1701967916-std-1-ok0nytvkpp-7e8474e0b93c6b8c&clientCacheKey=3xbt26w3v2tewss_b.mp4&tt=b&di=7cdee4c6&bp=12681&ali_redirect_ex_hot=66666800&ali_redirect_ex_beacon=1
BT8视频26,http://txmov2.a.kwimgs.com/upic/2023/03/21/09/BMjAyMzAzMjEwOTU0MzNfMzA3MTQwMjg1NF85ODY2NzI3OTkyMV8yXzM=_b_B1f6b4b87d63f9d0444708afb79ce520a.mp4?tag=1-1701966775-std-1-oil28yme6v-436c560cdb4f850e&clientCacheKey=3xkzurq4sy2bhuc_b.mp4&tt=b&di=529d11df&bp=12681&ali_redirect_ex_hot=66666800&ali_redirect_ex_beacon=1
BT8视频27,https://txmov2.a.kwimgs.com/upic/2023/01/17/17/BMjAyMzAxMTcxNzI1NDhfMTIyNzQ2ODAzNV85Mzg0MjM5Nzk5MF8yXzM=_b_Bc42c867e01647b107cf7b52d93d9e4c2.mp4?tag=1-1702499383-std-1-rawdr3bwci-2a670c5bd75f5ea7&clientCacheKey=3xi9kph4rf4nq8c_b.mp4&tt=b&di=2b8e8c09&bp=12681&ali_redirect_ex_hot=66666800&ali_redirect_ex_beacon=1
BT8视频28,https://txmov2.a.kwimgs.com/upic/2023/12/10/09/BMjAyMzEyMTAwOTExNDhfOTAxMTYyNTg1XzExOTI4MTY1OTkzMl8xXzM=_b_B5b9f21e19fb6d43fab1716a7a1c083ef.mp4?tag=1-1702503749-std-1-hqxegvkbu1-57ccda8a3b70a82b&clientCacheKey=3xyv3gv36saw8y9_b.mp4&tt=b&di=7cdee4c6&bp=12681&ali_redirect_ex_hot=66666800&ali_redirect_ex_beacon=1
BT8视频29,http://txmov2.a.kwimgs.com/upic/2023/05/24/21/BMjAyMzA1MjQyMTM0MTVfMjM0Mjg1Nzg4Ml8xMDM4NjgyMTM3MjFfMV8z_b_Bca98a91c79b8e579e82e307c8ed3b0fd.mp4?tag=1-1701950655-std-1-rtpj1hhzbc-49295778b2da7fb0&clientCacheKey=3x4nxz3twfzxiik_b.mp4&tt=b&di=2b8e8c09&bp=12681&ali_redirect_ex_hot=66666800&ali_redirect_ex_beacon=1
BT8视频30,http://txmov2.a.kwimgs.com/upic/2023/08/02/15/BMjAyMzA4MDIxNTM4NDFfMjk0NjQ0NDgxMV8xMDk0OTg3NDk5NjFfMl8z_b_B55bd0ee99235042022cddb927e501dd9.mp4?tag=1-1699725923-std-1-ykcs1ckti1-26bc23214a6122d2&clientCacheKey=3xv73a8k3vnjeci_b.mp4&tt=b&di=529d11df&bp=12681&ali_redirect_ex_hot=66666800&ali_redirect_ex_beacon=1
dj我的楼兰,https://txmov2.a.kwimgs.com/upic/2023/09/20/14/BMjAyMzA5MjAxNDQ2NDdfMTE1OTE4MDcwOV8xMTMxODQ5Mzk5MjVfMl8z_bF_B3de01c74c24dd40b9fe4c1777ce0bc18.mp4?tag=1-1702523400-std-1-dtzejnovx0-8e9fd97cac0257c7&clientCacheKey=3xxbnq3zsk2u499_bF.mp4&tt=bF&di=7cdee4c6&bp=12681&ali_redirect_ex_hot=66666800&ali_redirect_ex_beacon=1
BT8视频32,https://txmov2.a.kwimgs.com/upic/2023/11/06/23/BMjAyMzExMDYyMzE0NDNfMjE0OTI5NDA4MV8xMTY2MzI4NDUzODRfMF8z_b_B12a89f8e43f1405ff39f72866ba262b6.mp4?tag=1-1702507929-std-1-565a5kwr0s-b93eac6d46767c39&clientCacheKey=3x64j797tdavp3y_b.mp4&tt=b&di=2b8e8c09&bp=12681&ali_redirect_ex_hot=66666800&ali_redirect_ex_beacon=1
BT8视频33,http://txmov2.a.kwimgs.com/upic/2023/07/31/07/BMjAyMzA3MzEwNzI1MjNfMjM0Mjg1Nzg4Ml8xMDkzMDM0Mjk5MjFfMV8z_b_Bc516e5a27f4f9a6d540eea10763b83ce.mp4?tag=1-1701953422-std-1-unbsxs5dy2-dc9f5dcbcc819507&clientCacheKey=3x8zwbzsxxrug32_b.mp4&tt=b&di=2b8e8c09&bp=12681&ali_redirect_ex_hot=66666800&ali_redirect_ex_beacon=1
BT8视频34,https://txmov2.a.kwimgs.com/upic/2023/06/03/20/BMjAyMzA2MDMyMDM0MDRfMTE1OTE4MDcwOV8xMDQ2NzI2NTM1MzBfMl8z_b_B1132cf58e46dc8ff9d2d6f47bd2c5ffd.mp4?tag=1-1702525380-std-1-0ruapaanol-ccf776bd4d0b090e&clientCacheKey=3xug2i93f8ihn96_b.mp4&tt=b&di=2b8e8c09&bp=12681&ali_redirect_ex_hot=66666800&ali_redirect_ex_beacon=1
BT8视频35,http://txmov2.a.kwimgs.com/upic/2023/05/26/19/BMjAyMzA1MjYxOTQ4NTVfMjM0Mjg1Nzg4Ml8xMDQwMDE4NjQ3MTNfMV8z_b_B9053bac3e9ef4fa4390c8c9258c631e4.mp4?tag=1-1701950790-std-1-39rs3dwsxp-17356fc17a4b0c67&clientCacheKey=3xyz96g7vgaf3p6_b.mp4&tt=b&di=529d11df&bp=12681&ali_redirect_ex_hot=66666800&ali_redirect_ex_beacon=1
BT8视频36,http://txmov2.a.kwimgs.com/upic/2023/10/24/00/BMjAyMzEwMjQwMDU5MjJfMTQ1OTAxMzA5OV8xMTU2NDM4MjE0OTBfMV8z_b_B808aaa5a65bc73f9fa2e99d101cf533e.mp4?tag=1-1701970342-std-1-6wwljb35qd-01e2f6577a532e20&clientCacheKey=3xsu7s632taaddc_b.mp4&tt=b&di=2b8e8c09&bp=12681&ali_redirect_ex_hot=66666800&ali_redirect_ex_beacon=1
BT8视频37,http://txmov2.a.kwimgs.com/upic/2023/09/21/22/BMjAyMzA5MjEyMjE1MDZfMTQ2NTA4MTM0XzExMzI3NDg3Mjg4M18yXzM=_b_Bce6942f7c0820154ff871c606af2e74a.mp4?tag=1-1699728812-std-1-zfctk3qefi-765dd7e360cdc5de&clientCacheKey=3xfwhts9wuzfx8q_b.mp4&tt=b&di=529d11df&bp=12681&ali_redirect_ex_hot=66666800&ali_redirect_ex_beacon=1

香港HK,#genre#
TVB翡翠台,http://iptvpro.pw:35451/play/vMWTsHZdCAXWuUQoolilMTrGvONmUFpaR5K7BF_x8/ts
TVB翡翠台,p3p://173.208.176.178:31809/653e4c02000ea0440c8c63fd3e5d709d
TVB翡翠台,http://iptvpro.pw:35451/play/vMWTsHZdCAXWuUQoolilMdHe-v7qjmH6tuhLmDZ_waY/ts
TVB翡翠台,http://iptvpro.pw:35451/play/vMWTsHZdCAXWuUQoolilMdHe-v7qjmH6tuhLmDZ_waY/ts
TVB翡翠台,http://php.jdshipin.com:8880/TVOD/iptv.php?id=fct3
TVB翡翠台,p3p://173.208.176.178:31809/653e4c02000ea0440c8c63fd3e5d709d
TVB翡翠台,http://61.163.58.168:2005/play/forward/5?tvid=TVBJUK&token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjaXR5IjoiMCIsImlwIjoiMTA5LjgxLjIxOC45NiIsInR2aWQiOiIyMjA0MTQ0MCIsImVjb25vbWl6ZSI6IjAiLCJleHAiOjE3NDUwMDQzMzcsIm5iZiI6MTc0NDk4NjMzNywiaWF0IjoxNzQ0OTg2MzM3fQ.epCAYnkrQ0dom1tw6JHikm9kNSFN2cv30Ij9gIsPJ6s
TVB翡翠台,p3p://173.208.176.178:31809/653e4c02000ea0440c8c63fd3e5d709d
TVB翡翠台,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=jade_twn&sp=chaojidianshi
TVB翡翠台4k,http://php.jdshipin.com:8880/TVOD/iptv.php?id=fct3
TVB无线新闻台,http://iptvpro.pw:35451/play/vMWTsHZdCAXWuUQoolilMbJZ-yx1uW34gmsbEWMViLM/ts
Now 新闻台,http://iptvpro.pw:35451/play/vMWTsHZdCAXWuUQoolilMVCgZM5q4ri_gdWTla-40ys/ts
Now 财经台,http://iptvpro.pw:35451/play/vMWTsHZdCAXWuUQoolilMRahVwO1bSMnwQFaIoi9000/ts
Now 直播台,http://iptvpro.pw:35451/play/vMWTsHZdCAXWuUQoolilMeWowjWsBNuQT-jQnUlMhMc/ts
Now 华剧台,http://iptvpro.pw:35451/play/vMWTsHZdCAXWuUQoolilMf_r6vWVFzWTm805baDNRSU/ts
Now Viu剧集台,http://iptvpro.pw:35451/play/vMWTsHZdCAXWuUQoolilMbPr1f0Shqj_kxET2sJIN7Q/ts
Now 爆谷台,http://iptvpro.pw:35451/play/vMWTsHZdCAXWuUQoolilMZVNyQVmyANj495gjXHVg68/ts
Now 星影台,http://iptvpro.pw:35451/play/vMWTsHZdCAXWuUQoolilMdpqGJFnkY8FMjEZ5klbgps/ts
Now Sports 精选,http://iptvpro.pw:35451/play/vMWTsHZdCAXWuUQoolilMWoza8elgETieC9SGxlVHYA/ts
Now Sports 1,http://iptvpro.pw:35451/play/vMWTsHZdCAXWuUQoolilMcCOLF6Wx_l-Lcr4GkVYc/ts
Now Sports 2,http://iptvpro.pw:35451/play/vMWTsHZdCAXWuUQoolilMQrchveTxDggiOHQvYPdrzk/ts
Now Sports 3,http://iptvpro.pw:35451/play/vMWTsHZdCAXWuUQoolilMTiGUllgYGLCqj4SlsTVCt0/ts
Now Sports 4,http://iptvpro.pw:35451/play/vMWTsHZdCAXWuUQoolilMQK6M977mDFGLWWdfsodFbo/ts
Now Sports 5,http://iptvpro.pw:35451/play/vMWTsHZdCAXWuUQoolilMY9ZMe4i8TzMsHOKOBlrJLM/ts
Now Sports 6,http://iptvpro.pw:35451/play/vMWTsHZdCAXWuUQoolilMd_aO7pDeHwB7Ax2AuuKIdA/ts
Now Sports 7,http://iptvpro.pw:35451/play/vMWTsHZdCAXWuUQoolilMR5Cu4kKIXLPcVZ6AmIJMfY/ts
Now Sports 英超粤,http://iptvpro.pw:35451/play/vMWTsHZdCAXWuUQoolilMQm_5UQDloq45eOG0o57BK4/ts
HK VIU TV H265,http://iptvpro.pw:35451/play/vMWTsHZdCAXWuUQoolilMYNe_GECtJBwPw3IKolcfKk/ts
TVB J2,http://iptvpro.pw:35451/play/vMWTsHZdCAXWuUQoolilMcO5U6MtekZjLYeflFBxPJU/ts
HKC有线18台,http://iptvpro.pw:35451/play/vMWTsHZdCAXWuUQoolilMZ0UH3sQG4DM9XG-9KswwWQ/ts
RTHK 31,http://iptvpro.pw:35451/play/vMWTsHZdCAXWuUQoolilMYGk7g1yMsCsWHXSo3ulzpE/ts
RTHK 32,http://iptvpro.pw:35451/play/vMWTsHZdCAXWuUQoolilMaM54HwiRUdGc7W3xHy3epg/ts
RTHK 33,http://iptvpro.pw:35451/play/vMWTsHZdCAXWuUQoolilMQs4y88ekCfKebFIcsyby6E/ts
RTHK 34,http://iptvpro.pw:35451/play/vMWTsHZdCAXWuUQoolilMQflc44Zsw5PvGJkj0ppKCQ/ts
RTHK 35,http://iptvpro.pw:35451/play/vMWTsHZdCAXWuUQoolilMSyQD9NGSDaWc64YSnTSJPE/ts
HOY 77,http://iptvpro.pw:35451/play/vMWTsHZdCAXWuUQoolilMUetMT_XCIupC0pvW_7_Yz0/ts
HOY 78,http://iptvpro.pw:35451/play/vMWTsHZdCAXWuUQoolilMbf6KEaWEmaLxBpbtHWBR7E/ts
HOY 香港国际财经,http://iptvpro.pw:35451/play/vMWTsHZdCAXWuUQoolilMfej6CJg1a2uJwUYPJSUg/ts
凤凰香港台,http://iptvpro.pw:35451/play/vMWTsHZdCAXWuUQoolilManPZk6rmpnE9fXTMls7vmQ/ts
凤凰中文台,http://iptvpro.pw:35451/play/vMWTsHZdCAXWuUQoolilMVZmq5_Bg03Zvtot27esY7M/ts
凤凰资讯台,http://iptvpro.pw:35451/play/vMWTsHZdCAXWuUQoolilMWpaIowjj21NHAhFahcRDK0/ts
TVB 黄金翡翠台,http://iptvpro.pw:35451/play/vMWTsHZdCAXWuUQoolilMZdRkAOPbN-IFaPLILvONBs/ts
TVB 千禧经典台,http://iptvpro.pw:35451/play/vMWTsHZdCAXWuUQoolilMbPPvCgG_8Lqgz8yqCjzPCI/ts
TVB 娱乐新闻台,http://iptvpro.pw:35451/play/vMWTsHZdCAXWuUQoolilMRnWaqX0lqdvMCdL_BEyx_Y/ts
美亚电影台,http://iptvpro.pw:35451/play/vMWTsHZdCAXWuUQoolilMS-OGsHt6GMlhv9aRB78A1s/ts
TVB 黄金华剧台,http://iptvpro.pw:35451/play/vMWTsHZdCAXWuUQoolilMSx5UbrsqAqVefBfS2migxk/ts
