[VIP] 非洲AF,#genre#
[SG] ANIMAX,http://ktpremium.shop:2095/RY217/1930/933048
[MY] RockAction,http://ktpremium.shop:2095/RY217/1930/933050
[MY] RockEntertainment,http://ktpremium.shop:2095/RY217/1930/933051
RTB Aneka,http://ktpremium.shop:2095/RY217/1930/1033034
[MY] RTM Snap,http://ktpremium.shop:2095/RY217/1930/1033035
[MY] RTM Lead,http://ktpremium.shop:2095/RY217/1930/1033036
[MY] RTM Apetito,http://ktpremium.shop:2095/RY217/1930/1033037
[MY] RTM Fitrah,http://ktpremium.shop:2095/RY217/1930/1033038
[MY] RTM Junior,http://ktpremium.shop:2095/RY217/1930/1033039
[MY] RTM Roll,http://ktpremium.shop:2095/RY217/1930/1033040
[MY] RTM Aura,http://ktpremium.shop:2095/RY217/1930/1033041

[VIP] 印尼ID,#genre#
[ID] inewtv,http://ktpremium.shop:2095/RY217/1930/73605
[ID] RCTI,http://ktpremium.shop:2095/RY217/1930/73606
[ID] SCTV,http://ktpremium.shop:2095/RY217/1930/73607
[ID] Trans TV,http://ktpremium.shop:2095/RY217/1930/73608
[ID] Trans 7,http://ktpremium.shop:2095/RY217/1930/73609
[ID] TV One,http://ktpremium.shop:2095/RY217/1930/73610
[ID] Metro TV,http://ktpremium.shop:2095/RY217/1930/73611
[ID] Kompas TV,http://ktpremium.shop:2095/RY217/1930/73612
[ID] CNN Indonesia,http://ktpremium.shop:2095/RY217/1930/73613
[ID] Berita Satu,http://ktpremium.shop:2095/RY217/1930/73614
[ID] .Net TV,http://ktpremium.shop:2095/RY217/1930/73615
[ID] MNC TV,http://ktpremium.shop:2095/RY217/1930/73616
[ID] Indosiar,http://ktpremium.shop:2095/RY217/1930/73617
[ID] ANTV,http://ktpremium.shop:2095/RY217/1930/73618
[ID] GTV,http://ktpremium.shop:2095/RY217/1930/73619
[ID] TVRI,http://ktpremium.shop:2095/RY217/1930/73620
[ID] JakTV,http://ktpremium.shop:2095/RY217/1930/73626
[ID] JTV,http://ktpremium.shop:2095/RY217/1930/73627
[ID] TV9 NU,http://ktpremium.shop:2095/RY217/1930/73629
[ID] JPMTV,http://ktpremium.shop:2095/RY217/1930/73631
[ID] ajwaTV,http://ktpremium.shop:2095/RY217/1930/73636
[ID] IMC,http://ktpremium.shop:2095/RY217/1930/73869
[ID] Bioskop Indonesia,http://ktpremium.shop:2095/RY217/1930/73873
[ID] Citra drama,http://ktpremium.shop:2095/RY217/1930/901193
[ID] Citra Dangdut,http://ktpremium.shop:2095/RY217/1930/901194
[ID] Berita Satu World,http://ktpremium.shop:2095/RY217/1930/886796
[ID] Jiangsu TV,http://ktpremium.shop:2095/RY217/1930/73878
[ID] Hunan TV,http://ktpremium.shop:2095/RY217/1930/73879
[ID] Shanghai Dragon TV,http://ktpremium.shop:2095/RY217/1930/73880
[ID] Anhui TV,http://ktpremium.shop:2095/RY217/1930/73882
[ID] TvN,http://ktpremium.shop:2095/RY217/1930/73985
[ID] TvN Movies,http://ktpremium.shop:2095/RY217/1930/73986
[ID] Sony One,http://ktpremium.shop:2095/RY217/1930/73987

[VIP] Kids少儿,#genre#
[ID] HipHipHoree,http://ktpremium.shop:2095/RY217/1930/73989

[VIP] Indonesia,#genre#
[ID] Arirang,http://ktpremium.shop:2095/RY217/1930/73990
[ID] Dhamma TV,http://ktpremium.shop:2095/RY217/1930/886807
[ID] TVMU,http://ktpremium.shop:2095/RY217/1930/886811
[ID] Madu TV,http://ktpremium.shop:2095/RY217/1930/886833
[ID] MQTV,http://ktpremium.shop:2095/RY217/1930/886836
[ID] TVKU,http://ktpremium.shop:2095/RY217/1930/900813
[ID] Nusantaratv,http://ktpremium.shop:2095/RY217/1930/34721
[ID] DAAI TV,http://ktpremium.shop:2095/RY217/1930/921746
[ID] Bandung TV,http://ktpremium.shop:2095/RY217/1930/921747
[ID] EWTN,http://ktpremium.shop:2095/RY217/1930/946466
[ID] ElshintaTV,http://ktpremium.shop:2095/RY217/1930/946467
[ID] Tawaf TV,http://ktpremium.shop:2095/RY217/1930/946468
[ID] VisionPrime,http://ktpremium.shop:2095/RY217/1930/946469
[ID] MuslimTV,http://ktpremium.shop:2095/RY217/1930/946470
[ID] Jawa Pos TV,http://ktpremium.shop:2095/RY217/1930/947789
[ID] KIX,http://ktpremium.shop:2095/RY217/1930/947917
[ID] SEAToday,http://ktpremium.shop:2095/RY217/1930/947784

[VIP]  Sport体育,#genre#
stand by,http://ktpremium.shop:2095/RY217/1930/1028749
[MY] Astro Arena,http://ktpremium.shop:2095/RY217/1930/26308
[MY] Astro Arena HD (B),http://ktpremium.shop:2095/RY217/1930/913178
[MY]  Astro Arena 2,http://ktpremium.shop:2095/RY217/1930/26306
[MY] Astro Arena 2 (B),http://ktpremium.shop:2095/RY217/1930/913179
[MY] Arena Bola 1,http://ktpremium.shop:2095/RY217/1930/912889
[MY] Arena Bola 2,http://ktpremium.shop:2095/RY217/1930/912890
[MY] Astro Grandstand,http://ktpremium.shop:2095/RY217/1930/26314
[MY] Astro Grandstand(B),http://ktpremium.shop:2095/RY217/1930/694540
[MY] Astro Premier League,http://ktpremium.shop:2095/RY217/1930/26312
[MY] Astro Premier League (B),http://ktpremium.shop:2095/RY217/1930/694537
[MY] Astro Premier League 2,http://ktpremium.shop:2095/RY217/1930/26313
[MY] Astro Premier League 2 (B),http://ktpremium.shop:2095/RY217/1930/694538
[MY] Astro Premier League 3,http://ktpremium.shop:2095/RY217/1930/1010852
[MY] Astro Premier League 4(live event only),http://ktpremium.shop:2095/RY217/1930/1010853
[MY] Astro Premier League 5(live event only),http://ktpremium.shop:2095/RY217/1930/1010854
[MY] Astro Football,http://ktpremium.shop:2095/RY217/1930/26315
[MY] Astro Football(B),http://ktpremium.shop:2095/RY217/1930/694542
[MY] Astro Badminton,http://ktpremium.shop:2095/RY217/1930/1010678
[MY] Astro Badminton 2(live event only),http://ktpremium.shop:2095/RY217/1930/1010679
[MY] Astro Sports Plus,http://ktpremium.shop:2095/RY217/1930/1010680
[MY] Sukan RTM,http://ktpremium.shop:2095/RY217/1930/793981
[MY] beIN Sports 1,http://ktpremium.shop:2095/RY217/1930/26321
[MY] beIN Sports 2,http://ktpremium.shop:2095/RY217/1930/912557
[MY] beIN Sports 3,http://ktpremium.shop:2095/RY217/1930/26322
[MY] beIN Sports 4(live event only),http://ktpremium.shop:2095/RY217/1930/1011373
[MY] beIN Sports 5(live event only),http://ktpremium.shop:2095/RY217/1930/1011374
[MY] SPOTV,http://ktpremium.shop:2095/RY217/1930/26318
[MY] Spotv 2,http://ktpremium.shop:2095/RY217/1930/73957
w_3000,h_1687,x_0,y_187/c_fill,w_1200,ar_4:3,f_auto,q_auto,g_auto/images/voltaxMediaLibrary/mmsport/wrestling_on_fannation/01jda6458mwc89pr94wj.png" group-title="[VIP]  Sport体育",[MY] WWE,http://ktpremium.shop:2095/RY217/1930/1034086
[MY] EUROSPORT HD,http://ktpremium.shop:2095/RY217/1930/26324
[MY] W-Sports,http://ktpremium.shop:2095/RY217/1930/26317
[B1]  W-Sports,http://ktpremium.shop:2095/RY217/1930/694544
[MY] GOLF CHANNEL HD,http://ktpremium.shop:2095/RY217/1930/26326
[MY] Astro Cricket,http://ktpremium.shop:2095/RY217/1930/26309
[MY] Premier Sports Rugby,http://ktpremium.shop:2095/RY217/1930/916970
[ID] Spotv,http://ktpremium.shop:2095/RY217/1930/73956
[ID] Fight Sports,http://ktpremium.shop:2095/RY217/1930/73960
[EU] Real Madrid TV,http://ktpremium.shop:2095/RY217/1930/884108
[EU]AXS TV,http://ktpremium.shop:2095/RY217/1930/884111
[EU]MUTV,http://ktpremium.shop:2095/RY217/1930/885659
[USA] Tennis Channel(FHD),http://ktpremium.shop:2095/RY217/1930/511296
[IN] SONY Ten 1(FHD),http://ktpremium.shop:2095/RY217/1930/511301
[IN] SONY Ten 2(FHD),http://ktpremium.shop:2095/RY217/1930/512007
[IN] SONY Ten 3(FHD),http://ktpremium.shop:2095/RY217/1930/511893
[IN] Star Sports Select 1,http://ktpremium.shop:2095/RY217/1930/905937
[IN] Star Sports Select 2,http://ktpremium.shop:2095/RY217/1930/905938
[IN] STAR SPORTS 1,http://ktpremium.shop:2095/RY217/1930/915314
[IN] STAR SPORTS 2,http://ktpremium.shop:2095/RY217/1930/915315
[IN] STAR SPORTS 3,http://ktpremium.shop:2095/RY217/1930/915316
[IN] WILLOW CRICKET,http://ktpremium.shop:2095/RY217/1930/915317
[CA] NBA TV Canada,http://ktpremium.shop:2095/RY217/1930/511578
[B] DUBAI SPORTS 2(FHD),http://ktpremium.shop:2095/RY217/1930/623472
[B] DUBAI SPORTS 3(FHD),http://ktpremium.shop:2095/RY217/1930/623473
[USA] Super Golf,http://ktpremium.shop:2095/RY217/1930/515141
[ES]  Dazn F1,http://ktpremium.shop:2095/RY217/1930/935824
[ES] Dazn 1,http://ktpremium.shop:2095/RY217/1930/932608
[ES] Dazn 2,http://ktpremium.shop:2095/RY217/1930/932609
[CA] TSN 1,http://ktpremium.shop:2095/RY217/1930/914780
[CA] TSN 2,http://ktpremium.shop:2095/RY217/1930/914781
[CA] TSN 3,http://ktpremium.shop:2095/RY217/1930/914782
[CA] TSN 4,http://ktpremium.shop:2095/RY217/1930/914783
[CA] TSN 5,http://ktpremium.shop:2095/RY217/1930/914784
[CA] SPORTSNET ONTARIO,http://ktpremium.shop:2095/RY217/1930/914777
[CA] SPORTSNET ONE,http://ktpremium.shop:2095/RY217/1930/914865
[CA] SPORTSNET EAST,http://ktpremium.shop:2095/RY217/1930/914871
[TH] True Premier Football 1,http://ktpremium.shop:2095/RY217/1930/952229
[TH] True Premier Football 2,http://ktpremium.shop:2095/RY217/1930/952230
[TH] True Premier Football 3,http://ktpremium.shop:2095/RY217/1930/952231
[TH] True Sports 1,http://ktpremium.shop:2095/RY217/1930/952232
[TH] True Sports 2,http://ktpremium.shop:2095/RY217/1930/952234
[TH] True Sports 3,http://ktpremium.shop:2095/RY217/1930/952235
[HK] Now Sports 英超1,http://ktpremium.shop:2095/RY217/1930/958142
[HK] Now Sports 英超2,http://ktpremium.shop:2095/RY217/1930/958143
[HK] Now Sports 英超3,http://ktpremium.shop:2095/RY217/1930/958144
[HK] Now Sports 英超4,http://ktpremium.shop:2095/RY217/1930/958145
[HK] Now Sports 英超5,http://ktpremium.shop:2095/RY217/1930/958146
[HK] Now Sports 英超6,http://ktpremium.shop:2095/RY217/1930/958147
[HK] Now Sports 1,http://ktpremium.shop:2095/RY217/1930/958134
[HK] Now Sports 2,http://ktpremium.shop:2095/RY217/1930/958135
[HK] Now Sports 3,http://ktpremium.shop:2095/RY217/1930/958136
[HK] Now Sports 4,http://ktpremium.shop:2095/RY217/1930/958137
[HK] Now Sports 5,http://ktpremium.shop:2095/RY217/1930/958138
[HK] Now Sports 6,http://ktpremium.shop:2095/RY217/1930/958139
[HK] Now Sports 7,http://ktpremium.shop:2095/RY217/1930/958140
[HK] Now Sports精选,http://ktpremium.shop:2095/RY217/1930/958133
[HK] Now sports 630,http://ktpremium.shop:2095/RY217/1930/958148
[HK] Now Sports 651,http://ktpremium.shop:2095/RY217/1930/958149
[HK] Now Sports 652,http://ktpremium.shop:2095/RY217/1930/958150
[HK] Now Sports NBA,http://ktpremium.shop:2095/RY217/1930/991033
[SG] Hub Premier1,http://ktpremium.shop:2095/RY217/1930/1022975
[SG] Hub Premier2,http://ktpremium.shop:2095/RY217/1930/1022976
[SG] Hub Premier3,http://ktpremium.shop:2095/RY217/1930/1022977
[SG] Hub Premier4,http://ktpremium.shop:2095/RY217/1930/1022978
[SG] Hub Premier5,http://ktpremium.shop:2095/RY217/1930/1026342
[SG] Hub Premier6,http://ktpremium.shop:2095/RY217/1930/1026343
[SG] Hub Premier7,http://ktpremium.shop:2095/RY217/1930/1026344
[SG] Hub Sports 1,http://ktpremium.shop:2095/RY217/1930/1026345
[SG] Hub Sports 2,http://ktpremium.shop:2095/RY217/1930/1026346
[SG] Hub Sports 3,http://ktpremium.shop:2095/RY217/1930/1026347
[SG] Hub Sports 4,http://ktpremium.shop:2095/RY217/1930/1026348
[SG] Hub Sports 5,http://ktpremium.shop:2095/RY217/1930/1026349
[TW] 爱尔达体育1台,http://ktpremium.shop:2095/RY217/1930/879250
[TW] 爱尔达体育2台,http://ktpremium.shop:2095/RY217/1930/879251
[TW] 爱尔达体育3台,http://ktpremium.shop:2095/RY217/1930/898411
[TW] 爱尔达体育4台,http://ktpremium.shop:2095/RY217/1930/1024875
[TW] 爱尔达体育MAX1,http://ktpremium.shop:2095/RY217/1930/1024876
[TW] 爱尔达体育MAX2,http://ktpremium.shop:2095/RY217/1930/1024877
[TW] 爱尔达体育MAX3,http://ktpremium.shop:2095/RY217/1930/1024878
[TW] 爱尔达体育MAX4,http://ktpremium.shop:2095/RY217/1930/1024879
[CN] 广东体育,http://ktpremium.shop:2095/RY217/1930/944545
[CN] 五星体育,http://ktpremium.shop:2095/RY217/1930/944546
[TW] 博斯网球,http://ktpremium.shop:2095/RY217/1930/995219
[TW] 纬来体育,http://ktpremium.shop:2095/RY217/1930/877061
[TW] 博斯无限,http://ktpremium.shop:2095/RY217/1930/889396
[TW] 博斯魅力,http://ktpremium.shop:2095/RY217/1930/995218
[TW] 博斯高球1,http://ktpremium.shop:2095/RY217/1930/515133
[TW] 博斯高球2,http://ktpremium.shop:2095/RY217/1930/995217
[TW] 博斯运动1,http://ktpremium.shop:2095/RY217/1930/515135
[TW] 博斯运动2,http://ktpremium.shop:2095/RY217/1930/515137
[TW] ELEVEN体育1,http://ktpremium.shop:2095/RY217/1930/910889
[TW] ELEVEN体育2,http://ktpremium.shop:2095/RY217/1930/910890
w_767,c_limit,f_auto,q_auto,dpr_2.0/v1697198994/1267e73c-83e1-4368-bdd7-df5bccbc0343/qo9z7nfuu42lf8zq26pf.png" group-title="[VIP]  Sport体育",[TW] GinxTV,http://ktpremium.shop:2095/RY217/1930/995285
SSC 1,http://ktpremium.shop:2095/RY217/1930/1026528
SSC 2,http://ktpremium.shop:2095/RY217/1930/1026529
SSC 3,http://ktpremium.shop:2095/RY217/1930/1026530
SSC 4,http://ktpremium.shop:2095/RY217/1930/1026531
SSC 5,http://ktpremium.shop:2095/RY217/1930/1026532
SSC EXTRA 1,http://ktpremium.shop:2095/RY217/1930/1026533
SSC EXTRA 2,http://ktpremium.shop:2095/RY217/1930/1026534
SSC EXTRA 3,http://ktpremium.shop:2095/RY217/1930/1026535
[EU] Sport First TV,http://ktpremium.shop:2095/RY217/1930/1030564
[EU] PLL NETWORK,http://ktpremium.shop:2095/RY217/1930/1030565
[EU] SportsTV plus,http://ktpremium.shop:2095/RY217/1930/1030566
[EU] Sports Connect,http://ktpremium.shop:2095/RY217/1930/1030567
[EU] SportsGrid,http://ktpremium.shop:2095/RY217/1930/1030568
h_182,al_c,q_80,usm_0.66_1.00_0.01,enc_auto/5628bb_c5652236c2504d6d8ce40fc8d630331a.jpg" group-title="[VIP]  Sport体育",[EU] MotorRacing,http://ktpremium.shop:2095/RY217/1930/1030569
[EU] PowerSports World,http://ktpremium.shop:2095/RY217/1930/1030570
[US] United Fight Alliance,http://ktpremium.shop:2095/RY217/1930/1030571

[VIP] Bein Package,#genre#
[AR] BEIN SPORTS 1,http://ktpremium.shop:2095/RY217/1930/932495
[AR] BEIN SPORTS 2,http://ktpremium.shop:2095/RY217/1930/932496
[AR] BEIN SPORTS 3,http://ktpremium.shop:2095/RY217/1930/932497
[AR] BEIN SPORTS 4,http://ktpremium.shop:2095/RY217/1930/932498
[AR] BEIN SPORTS 5,http://ktpremium.shop:2095/RY217/1930/932499
[AR] BEIN SPORTS 6,http://ktpremium.shop:2095/RY217/1930/932500
[AR] BEIN SPORTS PREMIUM 1,http://ktpremium.shop:2095/RY217/1930/932501
[AR] BEIN SPORTS PREMIUM 2,http://ktpremium.shop:2095/RY217/1930/932502
[AR] BEIN SPORTS PREMIUM 3,http://ktpremium.shop:2095/RY217/1930/932503
[AR] BEIN SPORTS MAX 1,http://ktpremium.shop:2095/RY217/1930/932504
[AR] BEIN SPORTS MAX 6,http://ktpremium.shop:2095/RY217/1930/932509
[FR] BEIN SPORTS 1 HD,http://ktpremium.shop:2095/RY217/1930/932510
[FR] BEIN SPORTS 2 HD,http://ktpremium.shop:2095/RY217/1930/932511
[FR] BEIN SPORTS 3 HD,http://ktpremium.shop:2095/RY217/1930/932512
[FR] BEIN SPORTS MAX 4 HD (EVENT ONLY),http://ktpremium.shop:2095/RY217/1930/932513
[FR] BEIN SPORTS MAX 5 HD (EVENT ONLY),http://ktpremium.shop:2095/RY217/1930/932514
[FR] BEIN SPORTS MAX 6 HD (EVENT ONLY),http://ktpremium.shop:2095/RY217/1930/932515
[FR] BEIN SPORTS MAX 7 HD (EVENT ONLY),http://ktpremium.shop:2095/RY217/1930/932516
[FR] BEIN SPORTS MAX 9 FHD (EVENT ONLY),http://ktpremium.shop:2095/RY217/1930/932517
[FR] BEIN SPORTS MAX 10 FHD (EVENT ONLY),http://ktpremium.shop:2095/RY217/1930/932518
[AR] BEIN SPORTS NBA,http://ktpremium.shop:2095/RY217/1930/932519
[AR] BEIN SPORTS XTRA 1,http://ktpremium.shop:2095/RY217/1930/932520
[AR] BEIN SPORTS NEWS,http://ktpremium.shop:2095/RY217/1930/932521
[FR] BEIN SPORTS HABER,http://ktpremium.shop:2095/RY217/1930/932522
[AR] BEIN SERIES 1,http://ktpremium.shop:2095/RY217/1930/932523
[AR] BEIN SERIES 2,http://ktpremium.shop:2095/RY217/1930/932524
[AR] BEIN MOVIES 1 PREMIERE,http://ktpremium.shop:2095/RY217/1930/932525
[AR] BEIN MOVIES 2 ACTION,http://ktpremium.shop:2095/RY217/1930/932526
[AR] BEIN MOVIES 3 DRAMA,http://ktpremium.shop:2095/RY217/1930/932527
[AR] BEIN MOVIES 4 FAMILY,http://ktpremium.shop:2095/RY217/1930/932528
[AR] BEIN DREAMWORKS,http://ktpremium.shop:2095/RY217/1930/932529
[AR] BEIN DRAMA,http://ktpremium.shop:2095/RY217/1930/932530
[AR] BEIN GOURMET,http://ktpremium.shop:2095/RY217/1930/932531
[AR] BEIN FATAFEAT,http://ktpremium.shop:2095/RY217/1930/932532
[AR] BEIN JEEM,http://ktpremium.shop:2095/RY217/1930/932533
[AR] BEIN BOOMERANG,http://ktpremium.shop:2095/RY217/1930/932534
[AR] BEIN JUNIOR,http://ktpremium.shop:2095/RY217/1930/932535
[AR] BEIN FOX REWAYAT,http://ktpremium.shop:2095/RY217/1930/932536
[AR] BEIN FOX LIFE,http://ktpremium.shop:2095/RY217/1930/932537
[AR] BEIN BARAEM,http://ktpremium.shop:2095/RY217/1930/932538
[AR] BEIN FOX MOVIE,http://ktpremium.shop:2095/RY217/1930/932539

[VIP ] Sport DSTV(live event only),#genre#
[DSTV] SUPERSPORT Action,http://ktpremium.shop:2095/RY217/1930/932575
[DSTV] SUPERSPORT BLITZ,http://ktpremium.shop:2095/RY217/1930/932576
[DSTV] SUPERSPORT CRICKET,http://ktpremium.shop:2095/RY217/1930/932577
[DSTV] SUPERSPORT FOOTBALL,http://ktpremium.shop:2095/RY217/1930/932578
[DSTV] SUPERSPORT Golf,http://ktpremium.shop:2095/RY217/1930/932579
[DSTV] SUPERSPORT GRANDSTAND,http://ktpremium.shop:2095/RY217/1930/932580
[DSTV] SUPERSPORT LALIGA,http://ktpremium.shop:2095/RY217/1930/932581
[DSTV] SUPERSPORT maximo 1,http://ktpremium.shop:2095/RY217/1930/932582
[DSTV] SUPERSPORT MOTORSPORT,http://ktpremium.shop:2095/RY217/1930/932583
[DSTV] SUPERSPORT PREMIER LEAGUE,http://ktpremium.shop:2095/RY217/1930/932584
[DSTV] SUPERSPORT PSL,http://ktpremium.shop:2095/RY217/1930/932585
[DSTV] SUPERSPORT RUGBY,http://ktpremium.shop:2095/RY217/1930/932586
[DSTV] SUPERSPORT TENNIS,http://ktpremium.shop:2095/RY217/1930/932587
[DSTV] SUPERSPORT VARIETY 1,http://ktpremium.shop:2095/RY217/1930/932588
[DSTV] SUPERSPORT VARIETY 2,http://ktpremium.shop:2095/RY217/1930/932589
[DSTV] SUPERSPORT VARIETY 3,http://ktpremium.shop:2095/RY217/1930/932590
[DSTV] SUPERSPORT VARIETY 4,http://ktpremium.shop:2095/RY217/1930/932591
[DSTV]SUPERSPORT PREMIER LEAGUE,http://ktpremium.shop:2095/RY217/1930/995191

[VIP] 美加体育 Sports,#genre#
[USA] ESPN 1,http://ktpremium.shop:2095/RY217/1930/913821
[USA] ESPN 2,http://ktpremium.shop:2095/RY217/1930/913822
[USA] ESPN 3,http://ktpremium.shop:2095/RY217/1930/913823
[USA] ESPN U,http://ktpremium.shop:2095/RY217/1930/913824
[USA] ESPN NBA,http://ktpremium.shop:2095/RY217/1930/913825
[USA] ESPN NEWS,http://ktpremium.shop:2095/RY217/1930/913827
[USA] ESPN DEPORTES,http://ktpremium.shop:2095/RY217/1930/913828
[USA] FOX SPORTS 1,http://ktpremium.shop:2095/RY217/1930/913829
[USA] FOX SPORTS 2,http://ktpremium.shop:2095/RY217/1930/913830
[USA] TSN 1,http://ktpremium.shop:2095/RY217/1930/913831
[USA] TSN 2,http://ktpremium.shop:2095/RY217/1930/913832
[USA] TSN 4,http://ktpremium.shop:2095/RY217/1930/913834
[USA] BEIN SPORTS XTRA,http://ktpremium.shop:2095/RY217/1930/913836
[USA] BEIN SPORTS CONNECT 5,http://ktpremium.shop:2095/RY217/1930/913837
[USA] BEIN SPORTS CONNECT 8,http://ktpremium.shop:2095/RY217/1930/913838
[USA] BEIN SPORTS CONNECT 7,http://ktpremium.shop:2095/RY217/1930/913839
[USA] MUTV,http://ktpremium.shop:2095/RY217/1930/913841
[USA] FIGHT NETWORK / MMA,http://ktpremium.shop:2095/RY217/1930/913842
[USA] NBA TV,http://ktpremium.shop:2095/RY217/1930/913845
[USA] GOLTV (ENGLISH),http://ktpremium.shop:2095/RY217/1930/913846
[USA] FUBO SPORTS NETWORK,http://ktpremium.shop:2095/RY217/1930/913848
[USA] BOX NATION,http://ktpremium.shop:2095/RY217/1930/913849
[USA] STADIUM,http://ktpremium.shop:2095/RY217/1930/913850
[USA] TVG NETWORK,http://ktpremium.shop:2095/RY217/1930/913852
[USA] SPORTSMAN CHANNEL,http://ktpremium.shop:2095/RY217/1930/913853
[USA] WILLOW CRICKET,http://ktpremium.shop:2095/RY217/1930/913854
[USA] TENNIS CHANNEL,http://ktpremium.shop:2095/RY217/1930/913855
[USA] STADIUM 3,http://ktpremium.shop:2095/RY217/1930/913856
[USA] BIG TEN NETWORK,http://ktpremium.shop:2095/RY217/1930/913857
[USA] MSG+,http://ktpremium.shop:2095/RY217/1930/913858
[USA] MSG 2,http://ktpremium.shop:2095/RY217/1930/913859
[USA] SEC NETWORK,http://ktpremium.shop:2095/RY217/1930/913860
[USA] SPORTSNET NEW YORK,http://ktpremium.shop:2095/RY217/1930/913861
[USA] ACC NETWORK,http://ktpremium.shop:2095/RY217/1930/913862
[USA] YES NETWORK,http://ktpremium.shop:2095/RY217/1930/913863
[USA] PAC-12 BAY AREA,http://ktpremium.shop:2095/RY217/1930/913864
[USA] GINX ESPORTS,http://ktpremium.shop:2095/RY217/1930/913865
[USA] FOX SPORTS CAROLINAS,http://ktpremium.shop:2095/RY217/1930/913866
[USA] FOX SPORTS ARIZONA PLUS,http://ktpremium.shop:2095/RY217/1930/913867
[USA] FNTSY SPORTS NETWORK,http://ktpremium.shop:2095/RY217/1930/913868
[USA] Spectrum SportsNet,http://ktpremium.shop:2095/RY217/1930/913869
[USA] MLB NETWORK,http://ktpremium.shop:2095/RY217/1930/913870
[USA] NFL REDZONE,http://ktpremium.shop:2095/RY217/1930/913871
[USA] NFL NETWORK,http://ktpremium.shop:2095/RY217/1930/913872
[USA] NHL NETWORK,http://ktpremium.shop:2095/RY217/1930/913873
[USA] PPV UFC FIGHT PASS LIVE EVENTS,http://ktpremium.shop:2095/RY217/1930/913874
[USA] PPV GOLF TOURNAMENTS LIVE EVENTS,http://ktpremium.shop:2095/RY217/1930/913875
[USA] PPV LEEDS FC TV,http://ktpremium.shop:2095/RY217/1930/913876
[USA] PPV KSW FIGHTS PL,http://ktpremium.shop:2095/RY217/1930/913877
[USA] Revolt TV,http://ktpremium.shop:2095/RY217/1930/913878
[USA] PAC-12 WASHINGTON,http://ktpremium.shop:2095/RY217/1930/913879
[USA] PAC-12 OREGON,http://ktpremium.shop:2095/RY217/1930/913880
